Order Id,Order Date,Ship Date,Customer Id,Customer Name,Customer Segment,Product Id,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount %,Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1241,13-04-2024,15-04-2024,CUST546,Krisha Chauhan,Consumer,PROD669,Sofa,Furniture,South,Arunachal Pradesh,Deoghar,2,12370,5,23503,10339.85,13163.15,Credit Card,Delivered,Kapur-Borah,devannikita@aurora-shere.com,34,No,0
ORD1242,13-09-2024,19-09-2024,CUST192,Tejas Munshi,Home Office,PROD108,Stapler,Office Supplies,East,Gujarat,Raiganj,9,9595,20,69084,46670.64,22413.36,UPI,Cancelled,"Dasgupta, Suri and Ghose",dchaudhary@srinivas-mahajan.com,6,Yes,35
ORD1243,20-02-2026,21-02-2026,CUST739,Rehaan Sekhon,Consumer,PROD787,Pen,Office Supplies,West,Meghalaya,Imphal,4,11325,10,40770,23747.37,17022.63,Net Banking,Pending,Suresh Inc,xsarma@chowdhury.com,32,No,0
ORD1244,27-05-2025,6/1/2025,CUST939,Parth Shukla,Home Office,PROD825,Office Chairs,Furniture,South,Mizoram,Hubli–Dharwad,2,10823,15,18399.1,13497.23,4901.87,UPI,Pending,Kala Ltd,janyapalla@kalita-banik.com,17,No,0
ORD1245,27-04-2024,5/3/2024,CUST831,Wakeeta Dugar,Home Office,PROD830,Bookshelf,Furniture,South,Tamil Nadu,Agartala,4,12472,0,49888,30884.5,19003.5,Credit Card,Returned,"Maharaj, Chopra and Kulkarni",ria16@srinivas-seshadri.com,9,Yes,47
ORD1246,4/3/2025,4/4/2025,CUST478,Laban Dora,Consumer,PROD251,Sofa,Furniture,North,Himachal Pradesh,Hapur,5,5791,10,26059.5,11082.6,14976.9,Net Banking,Delivered,"Zachariah, Deo and Pandey",vedika31@balan-ahuja.com,33,No,0
ORD1247,4/9/2025,15-04-2025,CUST342,Baljiwan Sankar,Home Office,PROD141,Cooking Oil,Grocery,West,Odisha,Nashik,5,7504,0,37520,24335.29,13184.71,Cash,Pending,Sharaf-Walla,savantfinn@gandhi.net,13,No,0
ORD1248,28-02-2025,3/1/2025,CUST771,Kalpit Amble,Consumer,PROD278,Mouse,Electronics,East,Madhya Pradesh,Madanapalle,9,1333,10,10797.3,8456.2,2341.1,Net Banking,Cancelled,Karpe-Mammen,vrattan@vasa.org,50,No,0
ORD1249,7/2/2026,7/4/2026,CUST594,Maanas Soman,Home Office,PROD728,Laptop,Electronics,North,Bihar,Hindupur,9,13037,20,93866.4,48819.16,45047.24,Net Banking,Cancelled,"Bumb, Naik and Saran",nattnetra@raman.info,38,No,0
ORD1250,21-10-2024,25-10-2024,CUST441,Zaitra Kanda,Consumer,PROD482,Study Table,Furniture,West,Arunachal Pradesh,Anantapuram,4,8124,15,27621.6,15444.17,12177.43,Credit Card,Pending,"Dewan, Bhalla and Palla",dattabhanumati@mittal.com,28,No,0
ORD1251,4/11/2024,14-04-2024,CUST519,Frado Padmanabhan,Consumer,PROD375,Keyboard,Electronics,East,Karnataka,Saharanpur,2,9067,5,17227.3,8230.83,8996.47,Credit Card,Returned,"Om, Batra and Brar",krishnasachdeva@chacko.org,41,No,0
ORD1252,10/9/2023,10/11/2023,CUST573,Bhavna Rai,Corporate,PROD185,Study Table,Furniture,South,Manipur,Bhiwani,1,14550,20,11640,6480.51,5159.49,Credit Card,Returned,Mohanty Inc,omkaar86@khalsa-mitter.biz,35,No,0
ORD1253,21-06-2026,27-06-2026,CUST323,Jeevika Sankaran,Consumer,PROD338,Sofa,Furniture,South,Andhra Pradesh,Haridwar,10,11589,15,98506.5,72532.66,25973.84,Net Banking,Cancelled,Hora-Bath,xdhingra@dubey.net,6,Yes,23
ORD1254,8/6/2026,8/11/2026,CUST953,Ekta Batta,Corporate,PROD731,Calculator,Office Supplies,East,Bihar,Firozabad,10,2498,20,19984,14302.06,5681.94,Net Banking,Pending,Som-Mammen,uppalpooja@oak.org,40,No,0
ORD1255,27-03-2024,29-03-2024,CUST721,Azad Manda,Consumer,PROD907,Cooking Oil,Grocery,East,Sikkim,Hajipur,10,10073,20,80584,32436.06,48147.94,Credit Card,Cancelled,"Mital, Dugal and Ben",darabhanumati@khalsa-raman.com,20,No,0
ORD1256,28-12-2023,29-12-2023,CUST354,Guneet Garde,Home Office,PROD496,Mouse,Electronics,East,Karnataka,Nandyal,4,14272,5,54233.6,28651.16,25582.44,Credit Card,Pending,Bhat-Dhingra,upadhriti24@kota.info,48,No,0
ORD1257,22-12-2023,28-12-2023,CUST715,Omisha Menon,Corporate,PROD831,Sofa,Furniture,East,Andhra Pradesh,Chandrapur,5,13575,20,54300,18222.89,36077.11,UPI,Cancelled,Goyal-Sangha,ranbir55@varty-badami.info,35,No,0
ORD1258,26-08-2024,28-08-2024,CUST761,Shivansh Ghosh,Home Office,PROD134,Bookshelf,Furniture,East,Andhra Pradesh,Kurnool,9,12473,0,112257,35167.46,77089.54,Credit Card,Cancelled,Brahmbhatt-Nair,zuppal@nadkarni.com,9,Yes,25
ORD1259,12/2/2023,12/8/2023,CUST138,Hemangini Kale,Home Office,PROD932,File Folder,Office Supplies,North,Tripura,Davanagere,9,13889,5,118750.95,75979.15,42771.8,Net Banking,Returned,"Samra, Sachar and Sunder",yvyas@samra-natt.com,1,Yes,50
ORD1260,31-01-2025,2/4/2025,CUST569,Vedhika Sarma,Consumer,PROD539,Dining Table,Furniture,South,Nagaland,Bangalore,8,9446,5,71789.6,39473.28,32316.32,Net Banking,Cancelled,"Kanda, Johal and Narayanan",ysaha@prabhu-gaba.info,46,No,0
ORD1261,22-04-2024,27-04-2024,CUST960,Indrajit Nadig,Corporate,PROD527,Dining Table,Furniture,North,Rajasthan,Proddatur,9,1648,5,14090.4,7920.32,6170.08,Cash,Delivered,Upadhyay-Oza,jpalla@dara.org,12,No,0
ORD1262,12/3/2025,12/7/2025,CUST988,Yashasvi Jain,Consumer,PROD681,Bookshelf,Furniture,East,Chhattisgarh,Madurai,2,8308,20,13292.8,4792.29,8500.51,Net Banking,Returned,"Dada, Randhawa and Shan",girindra11@atwal-ben.com,17,No,0
ORD1263,21-11-2023,22-11-2023,CUST229,Ridhi Narain,Consumer,PROD422,Dining Table,Furniture,East,Uttarakhand,Imphal,4,3791,20,12131.2,3802.52,8328.68,Credit Card,Returned,"Srinivas, Atwal and Bobal",inadkarni@dhar-pant.com,23,No,0
ORD1264,22-01-2026,28-01-2026,CUST605,Tanvi Sura,Consumer,PROD864,Pen,Office Supplies,West,Chhattisgarh,Pimpri-Chinchwad,10,1710,10,15390,12193.58,3196.42,UPI,Returned,Minhas-Misra,lpatla@kohli.biz,34,No,0
ORD1265,10/5/2023,10/9/2023,CUST653,Harsh Dara,Home Office,PROD318,Rice Bag,Grocery,North,West Bengal,Thane,2,2723,15,4629.1,2964.18,1664.92,Net Banking,Cancelled,Chand-Thaker,nsubramaniam@agrawal.com,47,No,0
ORD1266,5/1/2024,5/3/2024,CUST594,Eta Ratti,Home Office,PROD974,Cooking Oil,Grocery,East,Nagaland,Sangli-Miraj & Kupwad,7,7697,20,43103.2,23126.9,19976.3,Cash,Delivered,Lalla LLC,vartymitesh@chaudhary.com,24,No,0
ORD1267,28-02-2026,3/6/2026,CUST776,Adya Mandal,Home Office,PROD244,Headphones,Electronics,North,Haryana,Durgapur,3,13036,5,37152.6,13778.87,23373.73,Credit Card,Pending,Randhawa LLC,kandafaras@rao.info,46,No,0
ORD1268,12/1/2024,12/6/2024,CUST635,Leena Joshi,Home Office,PROD214,File Folder,Office Supplies,North,Kerala,Ambala,1,10885,10,9796.5,4084.51,5711.99,Net Banking,Pending,"Hari, Luthra and Maharaj",kalanilima@ghosh.com,37,No,0
ORD1269,30-10-2024,11/3/2024,CUST353,Ekaraj Suresh,Corporate,PROD147,Mouse,Electronics,West,Haryana,Rajpur Sonarpur,2,4434,0,8868,5691.73,3176.27,Cash,Pending,Sethi-Bhatia,rudra31@sachdev.biz,23,No,0
ORD1270,15-07-2024,19-07-2024,CUST294,Lopa Pandey,Corporate,PROD951,Pen,Office Supplies,South,West Bengal,Surendranagar Dudhrej,8,2967,5,22549.2,9477.28,13071.92,Cash,Pending,Grewal-Shan,chandanicontractor@oak.info,27,No,0
ORD1271,12/8/2024,14-12-2024,CUST768,Maanav Ben,Consumer,PROD668,Cooking Oil,Grocery,North,West Bengal,Aurangabad,8,10958,15,74514.4,37996.27,36518.13,Cash,Pending,Ramachandran Ltd,qasimbhatt@konda-chaudhuri.biz,18,No,0
ORD1272,8/7/2026,14-08-2026,CUST957,Rehaan Singhal,Corporate,PROD742,Cooking Oil,Grocery,East,Andhra Pradesh,Kozhikode,6,417,0,2502,1778.27,723.73,Credit Card,Cancelled,Sule Inc,ladli09@choudhury.org,10,No,0
ORD1273,4/9/2026,16-04-2026,CUST207,Hemangini Karpe,Corporate,PROD816,Dining Table,Furniture,North,Gujarat,Vellore,1,6084,0,6084,3894.92,2189.08,Cash,Cancelled,Subramanian-Sur,haritasarin@upadhyay.com,13,No,0
ORD1274,14-05-2024,19-05-2024,CUST933,Tanmayi Aggarwal,Consumer,PROD634,Cooking Oil,Grocery,East,Uttar Pradesh,Vasai-Virar,2,7887,10,14196.6,4377.48,9819.12,UPI,Pending,Bali-Kothari,waglediya@koshy.com,42,No,0
ORD1275,21-03-2026,26-03-2026,CUST562,Janaki Morar,Consumer,PROD698,Cooking Oil,Grocery,South,Arunachal Pradesh,Nellore,3,5668,5,16153.8,12471.37,3682.43,UPI,Pending,"Nadkarni, Magar and Choudhary",ykara@saran.org,14,No,0
ORD1276,31-07-2025,8/1/2025,CUST581,Abha Chaudhary,Corporate,PROD372,Cooking Oil,Grocery,South,Jharkhand,Amroha,4,14603,10,52570.8,38385.17,14185.63,UPI,Delivered,Kota and Sons,nikita88@kannan.biz,2,Yes,44
ORD1277,11/6/2024,13-11-2024,CUST203,Oliver Sibal,Home Office,PROD429,Laptop,Electronics,West,Arunachal Pradesh,Mehsana,10,5473,5,51993.5,40667.77,11325.73,Net Banking,Delivered,Bobal PLC,vedantpalla@rai-loyal.com,8,Yes,20
ORD1278,8/7/2025,14-08-2025,CUST714,Anamika Nadig,Consumer,PROD769,Rice Bag,Grocery,North,Himachal Pradesh,Rajpur Sonarpur,10,10537,10,94833,66735.55,28097.45,Credit Card,Pending,Desai Ltd,meghana93@ganguly-varma.com,16,No,0
ORD1279,13-07-2026,19-07-2026,CUST466,Varenya Basu,Consumer,PROD344,Sofa,Furniture,West,West Bengal,Bhalswa Jahangir Pur,8,2552,5,19395.2,9797.32,9597.88,Credit Card,Cancelled,"Dube, Nazareth and Murty",deolgirindra@keer.org,22,No,0
ORD1280,6/7/2024,6/10/2024,CUST515,Edhitha Jain,Home Office,PROD135,Stapler,Office Supplies,West,Kerala,Bhagalpur,4,13412,5,50965.6,31783.8,19181.8,Credit Card,Returned,"Banerjee, Kapur and Biswas",dadamanbir@mohanty.com,40,No,0
ORD1281,30-10-2025,11/2/2025,CUST781,Frado Kashyap,Home Office,PROD754,Sofa,Furniture,South,Odisha,Sirsa,8,675,5,5130,2052.3,3077.7,Net Banking,Delivered,Borra-Nagar,pratyush68@mishra.biz,19,No,0
ORD1282,19-03-2025,21-03-2025,CUST527,Hema Radhakrishnan,Consumer,PROD830,Pen,Office Supplies,West,Rajasthan,Sagar,6,14614,10,78915.6,28007.33,50908.27,Net Banking,Delivered,Sampath PLC,waida70@rajagopal-oommen.org,5,Yes,46
ORD1283,14-06-2026,15-06-2026,CUST636,Vidhi Mukhopadhyay,Home Office,PROD109,Headphones,Electronics,North,Madhya Pradesh,Kirari Suleman Nagar,5,141,0,705,215.25,489.75,UPI,Delivered,Raval Ltd,lankadarpan@divan.info,29,No,0
ORD1284,27-04-2026,29-04-2026,CUST175,Chameli Vaidya,Home Office,PROD630,Mouse,Electronics,South,Punjab,Jalna,6,2011,20,9652.8,3865.74,5787.06,Cash,Pending,Nadig Ltd,divananita@kapoor.com,26,No,0
ORD1285,19-11-2023,22-11-2023,CUST483,Vedhika Vohra,Corporate,PROD471,Rice Bag,Grocery,West,Tripura,Gopalpur,2,12476,20,19961.6,9461.94,10499.66,Credit Card,Returned,"Sant, Natt and Rajagopal",dipta64@patla-borah.com,1,Yes,35
ORD1286,24-06-2024,27-06-2024,CUST969,Pranit Vora,Home Office,PROD347,Rice Bag,Grocery,North,Mizoram,Patna,2,4515,0,9030,2837.34,6192.66,Cash,Delivered,"Dada, Dutt and Sehgal",xchand@borah-gupta.com,11,No,0
ORD1287,9/10/2025,14-09-2025,CUST597,Isaiah Upadhyay,Corporate,PROD605,Rice Bag,Grocery,North,Meghalaya,Sultan Pur Majra,8,7814,20,50009.6,33481.49,16528.11,Credit Card,Delivered,"Mani, Banerjee and Balakrishnan",waidawadhwa@kala-kaul.com,13,No,0
ORD1288,28-01-2026,31-01-2026,CUST988,Aryan Khurana,Consumer,PROD949,Headphones,Electronics,West,Chhattisgarh,Junagadh,7,12733,10,80217.9,61578.66,18639.24,Net Banking,Cancelled,Tank Group,neha46@sarraf.net,24,No,0
ORD1289,24-03-2026,28-03-2026,CUST413,Victor Majumdar,Home Office,PROD246,Stapler,Office Supplies,South,Sikkim,Kakinada,2,4988,0,9976,3018.66,6957.34,Net Banking,Cancelled,Hari Ltd,amruta03@jaggi.com,20,No,0
ORD1290,15-08-2023,18-08-2023,CUST289,Pallavi Kamdar,Consumer,PROD933,Mouse,Electronics,South,Manipur,Bardhaman,5,12040,20,48160,26506.76,21653.24,Net Banking,Cancelled,Muni-Palan,duttabina@bahl-dugar.com,28,No,0
ORD1291,2/5/2026,2/6/2026,CUST415,Darsh Chakrabarti,Consumer,PROD592,Cooking Oil,Grocery,East,Chhattisgarh,Coimbatore,3,8907,15,22712.85,14821.72,7891.13,Credit Card,Delivered,Anand-Chauhan,wchana@chaudry.com,37,No,0
ORD1292,3/1/2024,3/3/2024,CUST345,Ranveer Walia,Corporate,PROD763,Notebook,Office Supplies,West,Madhya Pradesh,Bhimavaram,9,6413,5,54831.15,38056.35,16774.8,UPI,Pending,Ratta Ltd,aditya57@krishna.net,43,No,0
ORD1293,18-11-2023,19-11-2023,CUST827,Ekapad Shankar,Consumer,PROD754,Study Table,Furniture,North,Uttar Pradesh,Bhiwandi,5,3712,0,18560,6907.7,11652.3,Credit Card,Pending,Garde-Iyengar,johalimaran@dora.com,1,Yes,35
ORD1294,4/3/2024,4/5/2024,CUST636,Zaitra Sanghvi,Consumer,PROD624,File Folder,Office Supplies,West,Karnataka,Amroha,8,13285,0,106280,67883.43,38396.57,Net Banking,Delivered,"Sethi, Pradhan and Kade",muttiharinakshi@ratti.com,36,No,0
ORD1295,2/8/2025,14-02-2025,CUST175,Jyoti Comar,Consumer,PROD362,Pen,Office Supplies,East,Chhattisgarh,Begusarai,1,6254,5,5941.3,2812.14,3129.16,Net Banking,Returned,Pingle-Gokhale,nsachdev@balay.com,36,No,0
ORD1296,8/4/2024,8/8/2024,CUST834,Girik Bava,Consumer,PROD136,Calculator,Office Supplies,North,Assam,Shimoga,5,11425,20,45700,25924.48,19775.52,Credit Card,Delivered,"Prashad, Wason and Brahmbhatt",isunder@swaminathan-natt.com,0,Yes,43
ORD1297,18-05-2026,23-05-2026,CUST492,Baljiwan Anne,Corporate,PROD289,Notebook,Office Supplies,South,Goa,Ujjain,2,7357,15,12506.9,6001.01,6505.89,Cash,Pending,"Buch, Bobal and Savant",patiladweta@sinha.com,25,No,0
ORD1298,5/11/2024,16-05-2024,CUST853,Jai Batra,Home Office,PROD886,Cooking Oil,Grocery,West,Madhya Pradesh,Yamunanagar,5,12847,20,51388,16983.24,34404.76,UPI,Returned,Bains LLC,pmenon@golla.com,47,No,0
ORD1299,22-12-2025,27-12-2025,CUST288,Frederick Sami,Home Office,PROD151,Notebook,Office Supplies,East,Karnataka,Varanasi,5,9233,0,46165,32575.55,13589.45,Net Banking,Returned,Dhaliwal-Dhillon,ubikakurian@khare.com,49,No,0
ORD1300,2/6/2026,2/9/2026,CUST601,Jackson Dash,Home Office,PROD407,Study Table,Furniture,North,Haryana,Nagpur,2,827,15,1405.9,630.37,775.53,Credit Card,Delivered,"Patla, Gera and Sheth",wazirtak@chad.info,8,Yes,49
ORD1301,3/2/2025,3/4/2025,CUST198,Aashi Chaudhry,Corporate,PROD699,Bookshelf,Furniture,North,Meghalaya,Berhampore,9,8807,0,79263,30989.9,48273.1,Credit Card,Cancelled,"Virk, Oak and Krish",balasubramanianradhika@chandran-kant.com,1,Yes,47
ORD1302,23-12-2024,29-12-2024,CUST336,Madhavi Pall,Home Office,PROD613,Cooking Oil,Grocery,East,Goa,Katihar,9,2622,5,22418.1,17247.72,5170.38,Cash,Delivered,Singhal LLC,cparmer@sidhu.net,36,No,0
ORD1303,9/11/2024,16-09-2024,CUST130,Irya Baria,Home Office,PROD722,Rice Bag,Grocery,South,Uttar Pradesh,Orai,10,6708,10,60372,30335.85,30036.15,UPI,Delivered,"Shere, Subramanian and Korpal",akshay74@karan-toor.com,49,No,0
ORD1304,20-08-2023,21-08-2023,CUST622,Yug Barman,Corporate,PROD755,File Folder,Office Supplies,West,Sikkim,Gudivada,7,12585,5,83690.25,44501.05,39189.2,Credit Card,Cancelled,Divan-Mammen,santsara@bansal.com,34,No,0
ORD1305,7/8/2024,7/11/2024,CUST362,Nitara Kunda,Home Office,PROD144,Office Chairs,Furniture,West,Madhya Pradesh,Fatehpur,7,5002,5,33263.3,25892.88,7370.42,Net Banking,Returned,Lanka-Upadhyay,hraghavan@kohli.com,19,No,0
ORD1306,29-06-2026,7/1/2026,CUST379,Mason Oza,Home Office,PROD384,Dining Table,Furniture,West,Manipur,Darbhanga,8,1593,10,11469.6,4156.51,7313.09,UPI,Cancelled,Parmer LLC,shanmeghana@merchant.com,37,No,0
ORD1307,19-08-2024,24-08-2024,CUST732,Ishaan Tiwari,Home Office,PROD535,Keyboard,Electronics,North,Nagaland,Medininagar,7,2059,10,12971.7,7973.17,4998.53,UPI,Delivered,Palla-D’Alia,msule@sem.com,26,No,0
ORD1308,26-11-2025,29-11-2025,CUST504,Ronith Nori,Consumer,PROD612,Rice Bag,Grocery,South,Jharkhand,Thoothukudi,1,4476,0,4476,2784.39,1691.61,Credit Card,Cancelled,"Vig, Kulkarni and Pillay",gauravkapoor@lall.biz,49,No,0
ORD1309,6/3/2026,6/7/2026,CUST242,Indrajit Bumb,Home Office,PROD177,Notebook,Office Supplies,West,Arunachal Pradesh,Ghaziabad,4,10880,0,43520,20053.94,23466.06,Credit Card,Pending,Kar-Kalita,nathbachittar@sahni-mital.com,2,Yes,50
ORD1310,12/2/2024,12/3/2024,CUST646,Girish Kumer,Home Office,PROD890,Cooking Oil,Grocery,West,West Bengal,Avadi,2,290,10,522,241.73,280.27,Cash,Pending,D’Alia-Morar,gamble@kamdar-dixit.com,34,No,0
ORD1311,22-02-2024,29-02-2024,CUST868,Aadhya Kalla,Home Office,PROD597,Sofa,Furniture,East,Mizoram,Bhind,8,11826,5,89877.6,51008.85,38868.75,Net Banking,Returned,"Chaudhuri, Kar and Kaur",eloke@prashad.com,46,No,0
ORD1312,12/11/2024,16-12-2024,CUST972,Qarin Sen,Corporate,PROD767,Notebook,Office Supplies,North,Andhra Pradesh,Aurangabad,3,7855,10,21208.5,16916.96,4291.54,UPI,Returned,Yohannan-Puri,ethansalvi@sibal-kar.org,22,No,0
ORD1313,31-10-2024,11/1/2024,CUST369,Abdul Batta,Home Office,PROD164,Study Table,Furniture,South,Meghalaya,Tiruvottiyur,9,8736,20,62899.2,50193.54,12705.66,UPI,Pending,Sahni LLC,aarushwadhwa@kaur.biz,29,No,0
ORD1314,29-02-2024,3/7/2024,CUST561,Samaksh Dhillon,Consumer,PROD334,Keyboard,Electronics,North,Meghalaya,Ghaziabad,1,8145,20,6516,2409.42,4106.58,Net Banking,Delivered,"Rana, Morar and Hora",dhillonnathaniel@ramaswamy.net,12,No,0
ORD1315,9/6/2024,13-09-2024,CUST821,Leena Kibe,Corporate,PROD473,Monitor,Electronics,West,Arunachal Pradesh,Ambarnath,3,13956,5,39774.6,30001.18,9773.42,Net Banking,Cancelled,"Kanda, Tank and Bajwa",yashasvibanerjee@mital.com,24,No,0
ORD1316,3/11/2024,14-03-2024,CUST451,Amara Kapadia,Corporate,PROD526,Laptop,Electronics,North,Tamil Nadu,Narasaraopet,10,1354,15,11509,9050.8,2458.2,Net Banking,Pending,"Tripathi, Pandya and Bhatt",upasnade@subramanian.info,46,No,0
ORD1317,13-06-2026,17-06-2026,CUST450,Rushil Goyal,Consumer,PROD125,Rice Bag,Grocery,North,Mizoram,Delhi,2,11502,5,21853.8,16205.67,5648.13,UPI,Returned,Kapadia-Padmanabhan,alka72@pathak-varughese.info,25,No,0
ORD1318,14-03-2024,19-03-2024,CUST646,Veer Sekhon,Consumer,PROD833,Dining Table,Furniture,South,Meghalaya,Anand,1,3011,0,3011,2244.23,766.77,Net Banking,Cancelled,"Zachariah, Korpal and Shukla",krishna39@gara.info,8,Yes,35
ORD1319,17-09-2024,19-09-2024,CUST425,Upasna Badal,Consumer,PROD832,Sofa,Furniture,East,Nagaland,Secunderabad,10,939,10,8451,6214.78,2236.22,UPI,Returned,Munshi and Sons,kotharileela@saraf-rai.com,43,No,0
ORD1320,9/7/2025,9/10/2025,CUST923,Indira Ratti,Corporate,PROD334,Notebook,Office Supplies,North,Punjab,Sambalpur,9,11249,0,101241,40782.26,60458.74,Credit Card,Delivered,Lata LLC,chandanikohli@sethi.com,7,Yes,23
ORD1321,18-03-2026,24-03-2026,CUST822,Eiravati Ghosh,Corporate,PROD403,Sofa,Furniture,West,Arunachal Pradesh,Bardhaman,8,4576,20,29286.4,18118.11,11168.29,UPI,Delivered,Sawhney-Mall,luthrapallavi@sahota-bhandari.net,11,No,0
ORD1322,28-09-2023,10/2/2023,CUST878,Faqid Dalal,Corporate,PROD917,Cooking Oil,Grocery,South,Nagaland,Dewas,5,13951,20,55804,32594.61,23209.39,UPI,Delivered,"Singh, Malhotra and Ganesan",kagate@gaba-lad.com,40,No,0
ORD1323,6/1/2024,6/2/2024,CUST360,Nihal Buch,Corporate,PROD543,Keyboard,Electronics,East,Manipur,Srikakulam,2,2889,10,5200.2,3215.18,1985.02,UPI,Delivered,Solanki-Prasad,nadkarnivasana@lala.com,40,No,0
ORD1324,9/9/2025,14-09-2025,CUST898,Urvi Edwin,Home Office,PROD808,Headphones,Electronics,East,Himachal Pradesh,Hajipur,8,1609,15,10941.2,7439.26,3501.94,Net Banking,Returned,"Sandhu, Bedi and Mander",aarnanadkarni@din.biz,6,Yes,21
ORD1325,14-05-2024,19-05-2024,CUST165,Ubika Narang,Home Office,PROD709,File Folder,Office Supplies,North,Rajasthan,Khammam,4,12238,5,46504.4,36847.32,9657.08,Net Banking,Delivered,"Borah, Babu and Zacharia",osha97@nayak.net,31,No,0
ORD1326,20-02-2025,24-02-2025,CUST505,Ikbal Raj,Corporate,PROD953,Cooking Oil,Grocery,North,Haryana,Noida,6,14848,0,89088,30553.08,58534.92,UPI,Cancelled,"Kalla, Gokhale and Gour",pallalucky@raj.org,49,No,0
ORD1327,28-03-2026,31-03-2026,CUST154,Xalak Vaidya,Home Office,PROD184,Calculator,Office Supplies,West,Andhra Pradesh,Bhind,2,5247,5,9969.3,6893.78,3075.52,UPI,Returned,Mital-Krish,floke@anne.com,23,No,0
ORD1328,16-05-2026,21-05-2026,CUST672,Dev Anne,Consumer,PROD937,File Folder,Office Supplies,North,Tamil Nadu,Chinsurah,5,10726,15,45585.5,17405.76,28179.74,Net Banking,Delivered,Bail Ltd,zashilsane@krishnan-deep.org,5,Yes,24
ORD1329,12/12/2024,13-12-2024,CUST951,Widisha Dass,Corporate,PROD159,Rice Bag,Grocery,East,Telangana,Aizawl,6,3785,5,21574.5,14631.48,6943.02,Net Banking,Delivered,Seth-Kata,vaurora@ramaswamy-sankaran.biz,21,No,0
ORD1330,16-09-2025,18-09-2025,CUST351,Akshay Dayal,Corporate,PROD840,Keyboard,Electronics,North,Chhattisgarh,Nandyal,2,1800,0,3600,1560.27,2039.73,Cash,Cancelled,Om LLC,guhatristan@gulati.com,39,No,0
ORD1331,7/2/2024,7/8/2024,CUST219,Samesh Mann,Corporate,PROD588,Cooking Oil,Grocery,South,Gujarat,Bahraich,7,3908,0,27356,19118.94,8237.06,Credit Card,Returned,Dua-Grover,shroffwatika@basak-madan.biz,25,No,0
ORD1332,29-02-2024,3/1/2024,CUST848,Aarna Sunder,Home Office,PROD747,Pen,Office Supplies,West,Manipur,Jalandhar,10,11947,20,95576,39280.02,56295.98,Net Banking,Pending,Seth-Bhalla,matthewpandey@panchal.com,2,Yes,43
ORD1333,7/3/2024,7/5/2024,CUST637,Yuvraj Bala,Home Office,PROD960,Rice Bag,Grocery,North,Madhya Pradesh,Bulandshahr,7,11423,0,79961,48181.28,31779.72,Credit Card,Pending,"Sharaf, Thakkar and Raja",timothychandran@patla.com,3,Yes,29
ORD1334,9/6/2024,9/12/2024,CUST834,Kavya Menon,Consumer,PROD173,Bookshelf,Furniture,West,Madhya Pradesh,Hapur,2,5028,20,8044.8,5332.36,2712.44,Cash,Returned,Andra Group,zmodi@mani-thakkar.net,49,No,0
ORD1335,12/11/2023,12/12/2023,CUST106,Netra Randhawa,Corporate,PROD345,Dining Table,Furniture,South,Arunachal Pradesh,Noida,4,4852,10,17467.2,7390.34,10076.86,Credit Card,Delivered,Gole Group,tchanda@swamy.com,17,No,0
ORD1336,3/11/2024,17-03-2024,CUST997,Matthew Gera,Consumer,PROD187,Calculator,Office Supplies,North,Maharashtra,Dibrugarh,10,14210,10,127890,92437.38,35452.62,Credit Card,Pending,Dutt LLC,ojha@chawla.biz,37,No,0
ORD1337,9/5/2024,9/9/2024,CUST536,Pranav Issac,Consumer,PROD506,Stapler,Office Supplies,West,Uttarakhand,Kozhikode,5,3940,5,18715,13564.15,5150.85,Credit Card,Pending,Upadhyay LLC,inarula@saran.com,0,Yes,20
ORD1338,28-10-2023,29-10-2023,CUST616,Ekani Dhar,Home Office,PROD805,Cooking Oil,Grocery,South,Meghalaya,Chittoor,1,7561,20,6048.8,3607.78,2441.02,Net Banking,Delivered,Loke-Chad,unnati12@babu-varma.org,5,Yes,34
ORD1339,12/6/2024,13-12-2024,CUST231,Damini Sanghvi,Home Office,PROD282,Notebook,Office Supplies,East,Odisha,Siwan,8,14100,10,101520,75155.2,26364.8,Net Banking,Cancelled,"Shetty, Sethi and Ganesan",advay72@singhal.info,3,Yes,30
ORD1340,17-10-2023,23-10-2023,CUST870,Mason Bansal,Consumer,PROD661,Rice Bag,Grocery,South,Tamil Nadu,Panipat,1,11814,15,10041.9,4057.68,5984.22,Credit Card,Delivered,Sant-Patla,fitanbaral@nori.org,0,Yes,28
ORD1341,10/2/2025,10/4/2025,CUST255,Girindra Seth,Home Office,PROD442,Monitor,Electronics,South,Gujarat,Surat,4,3746,0,14984,10331.39,4652.61,UPI,Pending,Balakrishnan-Sandhu,mugdha97@suri-dhar.info,19,No,0
ORD1342,8/1/2025,8/6/2025,CUST995,Varsha Acharya,Home Office,PROD994,Rice Bag,Grocery,North,Gujarat,Berhampore,1,10555,15,8971.75,3648.49,5323.26,Net Banking,Delivered,"Lata, Gole and Pal",shroffrachit@kalita-kalla.com,41,No,0
ORD1343,18-07-2026,22-07-2026,CUST575,Hemangini Ratti,Consumer,PROD209,Pen,Office Supplies,West,Assam,Moradabad,6,1962,5,11183.4,5319.55,5863.85,UPI,Pending,Singh-Misra,wnori@chaudhari-sarraf.com,11,No,0
